Bing Search,https://bing.com/,https://bing.com/favicon.ico
zhihu,https://www.zhihu.com/,https://www.zhihu.com/favicon.ico
Weibo,http://weibo.com/,http://weibo.com/favicon.ico
Github,https://github.com,https://github.com/favicon.ico
